Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	Number	Freq	Is Cancer Gene (source: OncoKB)
KRTAP4-9		17q21.2	AMP	8	1144	0.7%	No
NBL1		1p36.13	HOMDEL	4	1144	0.3%	No
LINC02232		4q13.1	HOMDEL	3	1144	0.3%	No
ADORA2B		17p12	HOMDEL	10	1144	0.9%	No
ODF2		9q34.11	HOMDEL	4	1144	0.3%	No
ATG12		5q22.3	HOMDEL	10	1144	0.9%	No
ST6GALNAC6		9q34.11	HOMDEL	3	1144	0.3%	No
SNORD114-28		14q32.31	AMP	13	1144	1.1%	No
PNPLA8		7q31.1	HOMDEL	3	1144	0.3%	No
PGAM4		Xq21.1	AMP	4	1144	0.3%	No
RNF180		5q12.3	HOMDEL	9	1144	0.8%	No
SPINK8		3p21.31	HOMDEL	5	1144	0.4%	No
PRR20D		13q21.1	AMP	1	1144	<0.1%	No
MCRIP2		16p13.3	HOMDEL	6	1144	0.5%	No
TMEM147-AS1		19q13.12	AMP	60	1144	5.2%	No
ZNF845		19q13.42	AMP	7	1144	0.6%	No
LRP4-AS1		11p11.2	AMP	8	1144	0.7%	No
ATP2A1		16p11.2	AMP	9	1144	0.8%	No
OR6V1		7q34	AMP	8	1144	0.7%	No
MYMK		9q34.2	HOMDEL	5	1144	0.4%	No
RASAL3		19p13.12	AMP	9	1144	0.8%	No
ALDH1A3		15q26.3	AMP	18	1144	1.6%	No
FXYD2		11q23.3	AMP	5	1144	0.4%	No
GARIN1B		7q32.1	HOMDEL	1	1144	<0.1%	No
DEGS2		14q32.2	AMP	14	1144	1.2%	No
ARHGEF19		1p36.13	HOMDEL	4	1144	0.3%	No
LINC00525		7p12.3	HOMDEL	4	1144	0.3%	No
TEX41		2q22.3	HOMDEL	3	1144	0.3%	No
TMX2-CTNND1		11q12.1	AMP	1	1144	<0.1%	No
NNMT		11q23.2	HOMDEL	10	1144	0.9%	No
ATP2A2		12q24.11	AMP	2	1144	0.2%	No
PDLIM7		5q35.3	HOMDEL	11	1144	1.0%	No
NUFIP1		13q14.12	HOMDEL	6	1144	0.5%	No
HNRNPKP3		11p12	AMP	9	1144	0.8%	No
TTC23		15q26.3	AMP	17	1144	1.5%	No
RAB11FIP2		10q26.11	AMP	3	1144	0.3%	No
CIBAR1P2		4q35.1	HOMDEL	39	1144	3.4%	No
AQP7P3		9q21.11	HOMDEL	8	1144	0.7%	No
CT47A9		Xq24	AMP	12	1144	1.0%	No
ALDH3B1		11q13.2	AMP	19	1144	1.7%	No
TBXT		6q27	HOMDEL	8	1144	0.7%	No
CLP1		11q12.1	HOMDEL	2	1144	0.2%	Yes
KRTAP6-1		21q22.11	HOMDEL	2	1144	0.2%	No
RIN3		14q32.12	HOMDEL	2	1144	0.2%	No
FAM13C		10q21.1	HOMDEL	6	1144	0.5%	No
ELOA3P		18q21.1	HOMDEL	9	1144	0.8%	No
LAMP5		20p12.2	AMP	15	1144	1.3%	No
MMP12		11q22.2	HOMDEL	5	1144	0.4%	No
OR4C11		11q11	HOMDEL	2	1144	0.2%	No
DNAAF8		16p13.3	HOMDEL	2	1144	0.2%	No
FBXL6		8q24.3	HOMDEL	2	1144	0.2%	No
ATG13		11p11.2	HOMDEL	1	1144	<0.1%	No
ALDH9A1		1q24.1	AMP	64	1144	5.6%	No
TXNDC15		5q31.1	HOMDEL	8	1144	0.7%	No
GUSBP2		6p22.2	HOMDEL	1	1144	<0.1%	No
TRIM73		7q11.23	HOMDEL	1	1144	<0.1%	No
MRPL14		6p21.1	AMP	28	1144	2.4%	No
A2ML1		12p13.31	AMP	19	1144	1.7%	No
SMIM22		16p13.3	AMP	6	1144	0.5%	No
SNORD114-26		14q32.31	AMP	13	1144	1.1%	No
NDUFC1		4q31.1	HOMDEL	6	1144	0.5%	No
OR13H1		Xq26.2	HOMDEL	5	1144	0.4%	No
ALDH3B2		11q13.2	AMP	19	1144	1.7%	No
FRMPD1		9p13.2	AMP	14	1144	1.2%	No
COG7		16p12.2	HOMDEL	1	1144	<0.1%	No
SNORD46		1p34.1	AMP	9	1144	0.8%	No
GRHPR		9p13.2	HOMDEL	9	1144	0.8%	No
TMEM101		17q21.31	AMP	7	1144	0.6%	No
VSIG8		1q23.2	AMP	79	1144	6.9%	No
SMPD4BP		2q21.1	HOMDEL	1	1144	<0.1%	No
FBXO27		19q13.2	AMP	51	1144	4.5%	No
ALDH3A2		17p11.2	AMP	12	1144	1.0%	No
SNX7		1p21.3	HOMDEL	6	1144	0.5%	No
C12ORF57		12p13.31	HOMDEL	6	1144	0.5%	No
SERPINE1		7q22.1	HOMDEL	1	1144	<0.1%	No
ELOF1		19p13.2	AMP	7	1144	0.6%	No
RASSF10		11p15.2	AMP	11	1144	1.0%	No
SNORD114-25		14q32.31	AMP	13	1144	1.1%	No
SNX21		20q13.12	AMP	13	1144	1.1%	No
PPM1E		17q24.2	AMP	9	1144	0.8%	No
KLB		4p14	AMP	8	1144	0.7%	No
ABCC12		16q12.1	AMP	10	1144	0.9%	No
SRGAP1		12q14.2	HOMDEL	1	1144	<0.1%	No
ISM2		14q24.3	AMP	5	1144	0.4%	No
HSPB2-C11ORF52		11q23.1	AMP	5	1144	0.4%	No
RINL		19q13.2	AMP	51	1144	4.5%	No
DPH1		17p13.3	HOMDEL	12	1144	1.0%	No
NSRP1		17q11.2	HOMDEL	1	1144	<0.1%	No
RAB42		1p35.3	HOMDEL	4	1144	0.3%	No
RNF222		17p13.1	HOMDEL	11	1144	1.0%	No
ABCD2		12q12	AMP	15	1144	1.3%	No
SEC61B		9q22.33	HOMDEL	5	1144	0.4%	No
NEK7		1q31.3	AMP	35	1144	3.1%	No
SNORD114-27		14q32.31	AMP	13	1144	1.1%	No
DNAJB13		11q13.4	HOMDEL	3	1144	0.3%	No
ZSWIM1		20q13.12	AMP	13	1144	1.1%	No
VASH1		14q24.3	AMP	4	1144	0.3%	No
USB1		16q21	HOMDEL	3	1144	0.3%	No
FYN		6q21	HOMDEL	6	1144	0.5%	Yes
ATP5F1B		12q13.3	HOMDEL	1	1144	<0.1%	No
FTSJ1		Xp11.23	AMP	11	1144	1.0%	No
PDZK1		1q21.1	HOMDEL	1	1144	<0.1%	No
FAR2		12p11.22	HOMDEL	2	1144	0.2%	No
HACD3		15q22.31	HOMDEL	1	1144	<0.1%	No
SNORD38B		1p34.1	AMP	9	1144	0.8%	No
ALDOA		16p11.2	AMP	7	1144	0.6%	No
CREB3		9p13.3	HOMDEL	2	1144	0.2%	No
CLEC2D		12p13.31	HOMDEL	9	1144	0.8%	No
SPEN-AS1		1p36.21	HOMDEL	4	1144	0.3%	No
RHOXF2B		Xq24	AMP	13	1144	1.1%	No
DOLK		9q34.11	AMP	3	1144	0.3%	No
HSF2BP		21q22.3	HOMDEL	2	1144	0.2%	No
SNORD38A		1p34.1	AMP	9	1144	0.8%	No
QSOX2		9q34.3	AMP	4	1144	0.3%	No
TM4SF1		3q25.1	HOMDEL	1	1144	<0.1%	No
PANX1		11q21	AMP	8	1144	0.7%	No
CXADRP2		15q11.2	AMP	6	1144	0.5%	No
ERICH6B		13q14.13	HOMDEL	6	1144	0.5%	No
LINC00304		16q24.3	HOMDEL	12	1144	1.0%	No
GABRB3		15q12	AMP	1	1144	<0.1%	No
GNA14		9q21.2	HOMDEL	8	1144	0.7%	No
MCPH1		8p23.1	AMP	3	1144	0.3%	No
KIAA0319		6p22.3	AMP	10	1144	0.9%	No
CC2D1B		1p32.3	HOMDEL	1	1144	<0.1%	No
DUSP5P1		1q42.13	AMP	35	1144	3.1%	No
BCL2L15		1p13.2	HOMDEL	16	1144	1.4%	No
CLDN4		7q11.23	AMP	12	1144	1.0%	No
KCNJ4		22q13.1	AMP	6	1144	0.5%	No
AAK1		2p13.3	AMP	12	1144	1.0%	No
SESTD1		2q31.2	AMP	16	1144	1.4%	No
PTGES2-AS1		9q34.11	HOMDEL	4	1144	0.3%	No
TNKS		8p23.1	AMP	6	1144	0.5%	No
SIM1		6q16.3	HOMDEL	5	1144	0.4%	No
TPD52L3		9p24.1	HOMDEL	28	1144	2.4%	No
CLDN15		7q22.1	AMP	31	1144	2.7%	No
GABRD		1p36.33	AMP	12	1144	1.0%	No
FARP2		2q37.3	AMP	5	1144	0.4%	No
MAP7D3		Xq26.3	AMP	12	1144	1.0%	No
KRTAP5-5		11p15.5	HOMDEL	5	1144	0.4%	No
TALDO1		11p15.5	HOMDEL	5	1144	0.4%	No
MDH2		7q11.23	HOMDEL	1	1144	<0.1%	No
SLC35E2A		1p36.33	HOMDEL	6	1144	0.5%	No
CLLU1		12q22	AMP	2	1144	0.2%	No
LINC01347		1q43	HOMDEL	1	1144	<0.1%	No
ZNF507		19q13.11	AMP	48	1144	4.2%	No
PIDD1		11p15.5	HOMDEL	5	1144	0.4%	No
OR5AP2		11q12.1	HOMDEL	3	1144	0.3%	No
CLDN3		7q11.23	AMP	11	1144	1.0%	No
KCNJ3		2q24.1	AMP	4	1144	0.3%	No
GOLPH3		5p13.3	AMP	103	1144	9.0%	No
NUDT21		16q13	HOMDEL	4	1144	0.3%	No
ATP4B		13q34	HOMDEL	18	1144	1.6%	No
FBXW8		12q24.22	HOMDEL	3	1144	0.3%	No
SNORD12		20q13.13	AMP	19	1144	1.7%	No
SELENOH		11q12.1	HOMDEL	3	1144	0.3%	No
ALG9		11q23.1	HOMDEL	10	1144	0.9%	No
HSH2D		19p13.11	HOMDEL	1	1144	<0.1%	No
ARAP1		11q13.4	HOMDEL	3	1144	0.3%	No
GABRB1		4p12	AMP	8	1144	0.7%	No
EDARADD		1q42.3-q43	HOMDEL	1	1144	<0.1%	No
PPP1R26		9q34.3	AMP	3	1144	0.3%	No
ALDOB		9q31.1	AMP	3	1144	0.3%	No
STRADB		2q33.1	AMP	15	1144	1.3%	No
FAM180B		11p11.2	AMP	4	1144	0.3%	No
FIG4		6q21	HOMDEL	6	1144	0.5%	No
NAGS		17q21.31	AMP	7	1144	0.6%	No
KCTD20		6p21.31	HOMDEL	1	1144	<0.1%	No
CLSTN2		3q23	AMP	57	1144	5.0%	No
CPD		17q11.2	AMP	9	1144	0.8%	No
TRAF3IP2-AS1		6q21	AMP	3	1144	0.3%	No
SBK3		19q13.42	AMP	15	1144	1.3%	No
TFIP11		22q12.1	AMP	6	1144	0.5%	No
ADAMTS1		21q21.3	HOMDEL	5	1144	0.4%	No
RFX7		15q21.3	HOMDEL	7	1144	0.6%	No
KIF12		9q32	HOMDEL	3	1144	0.3%	No
SELENOM		22q12.2	AMP	10	1144	0.9%	No
CEP350		1q25.2	AMP	42	1144	3.7%	No
SRD5A3-AS1		4q12	AMP	32	1144	2.8%	No
GABRB2		5q34	AMP	5	1144	0.4%	No
KRT16P3		17p11.2	AMP	11	1144	1.0%	No
ST14		11q24.3	HOMDEL	14	1144	1.2%	No
PPARGC1B		5q32	AMP	3	1144	0.3%	No
CCDC9B		15q15.1	HOMDEL	15	1144	1.3%	No
CPE		4q32.3	AMP	1	1144	<0.1%	No
ALDH4A1		1p36.13	AMP	2	1144	0.2%	No
LINC00494		20q13.13	HOMDEL	1	1144	<0.1%	No
BTF3L4		1p32.3	AMP	9	1144	0.8%	No
C1QL1		17q21.31	AMP	3	1144	0.3%	No
PAXIP1-AS2		7q36.2	HOMDEL	2	1144	0.2%	No
C16ORF90		16p13.3	HOMDEL	4	1144	0.3%	No
PRKG1-AS1		10q21.1	HOMDEL	4	1144	0.3%	No
SNCA		4q22.1	HOMDEL	2	1144	0.2%	No
RSPO2		8q23.1	AMP	43	1144	3.8%	Yes
DEFT1P		8p23.1	AMP	3	1144	0.3%	No
OGFOD2		12q24.31	HOMDEL	4	1144	0.3%	No
ZNF735		7q11.21	HOMDEL	3	1144	0.3%	No
SNORA11		Xp11.21	AMP	6	1144	0.5%	No
CPB1		3q24	AMP	102	1144	8.9%	No
ACTL7A		9q31.3	AMP	3	1144	0.3%	No
DOCK5		8p21.2	HOMDEL	44	1144	3.8%	No
CCDC74B		2q21.1	AMP	4	1144	0.3%	No
CASD1		7q21.3	AMP	26	1144	2.3%	No
AREL1		14q24.3	HOMDEL	2	1144	0.2%	No
FNBP1L		1p22.1	HOMDEL	3	1144	0.3%	No
WNT6		2q35	HOMDEL	4	1144	0.3%	No
CEP170		1q43	AMP	47	1144	4.1%	No
MCCC2		5q13.2	AMP	3	1144	0.3%	No
ATXN1L		16q22.2	HOMDEL	6	1144	0.5%	No
PIK3CD-AS1		1p36.22	HOMDEL	6	1144	0.5%	No
GPR151		5q32	HOMDEL	4	1144	0.3%	No
PRDM12		9q34.12	HOMDEL	4	1144	0.3%	No
GRID1		10q23.1-q23.2	HOMDEL	5	1144	0.4%	No
FJX1		11p13	AMP	12	1144	1.0%	No
SNX16		8q21.13	AMP	47	1144	4.1%	No
FAM66B		8p23.1	AMP	3	1144	0.3%	No
CYP4F11		19p13.12	AMP	7	1144	0.6%	No
TASP1		20p12.1	HOMDEL	4	1144	0.3%	No
LRRC19		9p21.2	AMP	12	1144	1.0%	No
LINC02693		17p11.2	HOMDEL	3	1144	0.3%	No
OR5AK2		11q12.1	AMP	2	1144	0.2%	No
ZNF93		19p12	HOMDEL	1	1144	<0.1%	No
SNORD9		14q11.2	AMP	15	1144	1.3%	No
PRPF6		20q13.33	AMP	36	1144	3.1%	No
GID8		20q13.33	HOMDEL	1	1144	<0.1%	No
UPF2		10p14	HOMDEL	6	1144	0.5%	No
SLC35A2		Xp11.23	HOMDEL	7	1144	0.6%	No
SLC4A5		2p13.1	AMP	10	1144	0.9%	No
STRAP		12p12.3	HOMDEL	9	1144	0.8%	No
CCDC33		15q24.1	HOMDEL	3	1144	0.3%	No
TIMM50		19q13.2	AMP	48	1144	4.2%	No
LSG1		3q29	HOMDEL	8	1144	0.7%	No
ZNF318		6p21.1	AMP	28	1144	2.4%	No
LINC00163		21q22.3	HOMDEL	3	1144	0.3%	No
RIPOR2		6p22.3	HOMDEL	1	1144	<0.1%	No
SMTNL2		17p13.2	HOMDEL	11	1144	1.0%	No
GRIN2B		12p13.1	HOMDEL	10	1144	0.9%	No
ACTL7B		9q31.3	AMP	3	1144	0.3%	No
TSTD1		1q23.3	AMP	80	1144	7.0%	No
IGF2R		6q25.3	HOMDEL	5	1144	0.4%	No
NMU		4q12	AMP	34	1144	3.0%	No
RPUSD1		16p13.3	AMP	7	1144	0.6%	No
KCNH2		7q36.1	AMP	9	1144	0.8%	No
RARA		17q21.2	HOMDEL	2	1144	0.2%	Yes
KIAA1191		5q35.2	HOMDEL	10	1144	0.9%	No
TMEM38A		19p13.11	HOMDEL	1	1144	<0.1%	No
RTN2		19q13.32	AMP	17	1144	1.5%	No
CYP3A5		7q22.1	HOMDEL	1	1144	<0.1%	No
OR5B12		11q12.1	AMP	1	1144	<0.1%	No
TRIM49D1		11q14.3	HOMDEL	3	1144	0.3%	No
CLCN2		3q27.1	HOMDEL	3	1144	0.3%	No
GABRA5		15q12	AMP	2	1144	0.2%	No
RHBDF2		17q25.1	AMP	22	1144	1.9%	No
SERPINB2		18q21.33-q22.1	AMP	4	1144	0.3%	No
DDX4		5q11.2	HOMDEL	9	1144	0.8%	Yes
NUMB		14q24.3	AMP	4	1144	0.3%	No
MAT2B		5q34	HOMDEL	7	1144	0.6%	No
ILKAP		2q37.3	AMP	6	1144	0.5%	No
THSD1P1		13q14.3	HOMDEL	6	1144	0.5%	No
PPIAL4C		1q21.2	AMP	40	1144	3.5%	No
FAM41C		1p36.33	HOMDEL	6	1144	0.5%	No
LRGUK		7q33	HOMDEL	1	1144	<0.1%	No
KCNH1		1q32.2	AMP	36	1144	3.1%	No
FGL2		7q11.23	AMP	15	1144	1.3%	No
ISM1		20p12.1	AMP	13	1144	1.1%	No
LUC7L3		17q21.33	AMP	7	1144	0.6%	No
PXT1		6p21.31	AMP	14	1144	1.2%	No
LMAN1		18q21.32	HOMDEL	16	1144	1.4%	No
GABRA6		5q34	AMP	5	1144	0.4%	Yes
SMCO4		11q21	HOMDEL	3	1144	0.3%	No
TMEM204		16p13.3	AMP	6	1144	0.5%	No
CHKB-DT		22q13.33	HOMDEL	20	1144	1.7%	No
NPL		1q25.3	AMP	40	1144	3.5%	No
IGFALS		16p13.3	HOMDEL	1	1144	<0.1%	No
SKIDA1		10p12.31	AMP	6	1144	0.5%	No
KCNG1		20q13.13	AMP	19	1144	1.7%	No
CPA2		7q32.2	AMP	10	1144	0.9%	No
WARS1		14q32.2	AMP	13	1144	1.1%	No
HECTD3		1p34.1	AMP	9	1144	0.8%	No
SECTM1		17q25.3	HOMDEL	4	1144	0.3%	No
MACIR		5q21.1	HOMDEL	7	1144	0.6%	No
CT45A6		Xq26.3	HOMDEL	3	1144	0.3%	No
GABRA3		Xq28	AMP	29	1144	2.5%	No
ODC1		2p25.1	AMP	8	1144	0.7%	No
PUM2		2p24.1	HOMDEL	2	1144	0.2%	No
SLC25A34		1p36.21	HOMDEL	4	1144	0.3%	No
ME3		11q14.2	AMP	16	1144	1.4%	No
TTC14		3q26.33	HOMDEL	3	1144	0.3%	No
COMP		19p13.11	HOMDEL	1	1144	<0.1%	No
RXRA		9q34.2	AMP	2	1144	0.2%	Yes
CPA3		3q24	AMP	102	1144	8.9%	No
DMRTC1B		Xq13.1	HOMDEL	7	1144	0.6%	No
KCNF1		2p25.1	AMP	7	1144	0.6%	No
OCRL		Xq26.1	AMP	8	1144	0.7%	No
WAS		Xp11.23	AMP	12	1144	1.0%	Yes
OR5B2		11q12.1	AMP	1	1144	<0.1%	No
ZBTB33		Xq24	HOMDEL	1	1144	<0.1%	No
MAGEA8		Xq28	HOMDEL	3	1144	0.3%	No
ZIM2		19q13.43	HOMDEL	2	1144	0.2%	No
NOP53		19q13.33	HOMDEL	2	1144	0.2%	No
HTR7		10q23.31	HOMDEL	5	1144	0.4%	No
PGAP6		16p13.3	HOMDEL	6	1144	0.5%	No
H2BC8		6p22.2	HOMDEL	2	1144	0.2%	Yes
TTLL5		14q24.3	HOMDEL	4	1144	0.3%	No
GABRA4		4p12	AMP	8	1144	0.7%	No
PAK1		11q13.5-q14.1	AMP	27	1144	2.4%	Yes
SOCS1		16p13.13	AMP	8	1144	0.7%	Yes
ITGB1BP2		Xq13.1	AMP	3	1144	0.3%	No
NUTM2F		9q22.32	HOMDEL	6	1144	0.5%	No
IMPA1		8q21.13	HOMDEL	1	1144	<0.1%	No
TRIM3		11p15.4	AMP	1	1144	<0.1%	No
SLC5A5		19p13.11	HOMDEL	2	1144	0.2%	No
RXRB		6p21.32	AMP	10	1144	0.9%	No
CFHR3		1q31.3	AMP	37	1144	3.2%	No
CP		3q24-q25.1	AMP	106	1144	9.3%	No
OCM2		7q21.3	AMP	29	1144	2.5%	No
F8A2		Xq28	AMP	31	1144	2.7%	No
RNF32		7q36.3	HOMDEL	2	1144	0.2%	No
GABRA1		5q34	AMP	5	1144	0.4%	No
NETO2		16q12.1	AMP	8	1144	0.7%	No
ZBTB11-AS1		3q12.3	AMP	35	1144	3.1%	No
ZAN		7q22.1	AMP	33	1144	2.9%	No
BEND5		1p33	AMP	6	1144	0.5%	No
EPM2AIP1		3p22.2	AMP	1	1144	<0.1%	No
CD82		11p11.2	HOMDEL	2	1144	0.2%	No
KCNE1		21q22.12	AMP	5	1144	0.4%	No
PDE5A		4q26	AMP	1	1144	<0.1%	No
SLC12A6		15q14	HOMDEL	16	1144	1.4%	No
TRUB1		10q25.3	HOMDEL	2	1144	0.2%	No
ERLIN1		10q24.31	AMP	2	1144	0.2%	No
RXRG		1q23.3	AMP	64	1144	5.6%	No
GLCCI1		7p21.3	AMP	30	1144	2.6%	No
CPA1		7q32.2	AMP	10	1144	0.9%	No
FBLL1		5q34	HOMDEL	7	1144	0.6%	No
SNORD11		2q33.1	AMP	14	1144	1.2%	No
F8A3		Xq28	AMP	31	1144	2.7%	No
NETO1		18q22.3	AMP	7	1144	0.6%	No
WIPF1		2q31.1	AMP	13	1144	1.1%	No
SMR3B		4q13.3	AMP	18	1144	1.6%	No
RPAP3		12q13.11	AMP	12	1144	1.0%	No
COX6A1		12q24.31	HOMDEL	3	1144	0.3%	No
BMS1P2		10q11.22	HOMDEL	4	1144	0.3%	No
CFAP20DC		3p14.2	AMP	2	1144	0.2%	No
ZCWPW2		3p24.1	HOMDEL	5	1144	0.4%	No
GABRA2		4p12	AMP	8	1144	0.7%	No
CEP152		15q21.1	HOMDEL	8	1144	0.7%	No
TPST2		22q12.1	HOMDEL	1	1144	<0.1%	No
RYK		3q22.2	AMP	40	1144	3.5%	No
MAFG		17q25.3	HOMDEL	3	1144	0.3%	No
EDDM3A		14q11.2	AMP	19	1144	1.7%	No
ST6GALNAC2		17q25.1	AMP	19	1144	1.7%	No
C2CD2L		11q23.3	AMP	6	1144	0.5%	No
ARHGAP10		4q31.23	AMP	5	1144	0.4%	No
PCP4L1		1q23.3	AMP	77	1144	6.7%	No
PTPN14		1q32.3-q41	HOMDEL	1	1144	<0.1%	No
RBKS		2p23.2	AMP	8	1144	0.7%	No
ANO3		11p14.2	AMP	7	1144	0.6%	No
KCND2		7q31.31	AMP	7	1144	0.6%	No
SOD2		6q25.3	HOMDEL	5	1144	0.4%	No
PDLIM5		4q22.3	AMP	1	1144	<0.1%	No
C4ORF33		4q28.2	AMP	1	1144	<0.1%	No
CFHR4		1q31.3	AMP	37	1144	3.2%	No
NKX2-3		10q24.2	AMP	1	1144	<0.1%	No
GABPB1		15q21.2	AMP	3	1144	0.3%	No
RUSC2		9p13.3	AMP	31	1144	2.7%	No
EIF4H		7q11.23	AMP	10	1144	0.9%	No
DYNC2H1		11q22.3	AMP	9	1144	0.8%	No
ACR		22q13.33	HOMDEL	20	1144	1.7%	No
PLXND1		3q22.1	HOMDEL	1	1144	<0.1%	No
SMUG1		12q13.13	HOMDEL	1	1144	<0.1%	No
CSNK2A1		20p13	HOMDEL	8	1144	0.7%	No
COX15		10q24.2	AMP	1	1144	<0.1%	No
DYNLL1		12q24.31	AMP	2	1144	0.2%	No
KCND1		Xp11.23	AMP	10	1144	0.9%	No
ICOS		2q33.2	HOMDEL	1	1144	<0.1%	No
OR4K5		14q11.2	HOMDEL	2	1144	0.2%	No
TCEAL6		Xq22.1	AMP	10	1144	0.9%	No
PBLD		10q21.3	AMP	3	1144	0.3%	No
SCLT1		4q28.2	AMP	1	1144	<0.1%	No
PTCHD3P1		10p11.23	AMP	10	1144	0.9%	No
GZMK		5q11.2	HOMDEL	7	1144	0.6%	No
DTX3L		3q21.1	AMP	34	1144	3.0%	No
ARPC4		3p25.3	HOMDEL	4	1144	0.3%	No
TBC1D3P1-DHX40P1		17q23.1	HOMDEL	1	1144	<0.1%	No
RBCK1		20p13	AMP	13	1144	1.1%	No
NOL6		9p13.3	HOMDEL	1	1144	<0.1%	No
TNFRSF10D		8p21.3	HOMDEL	49	1144	4.3%	No
DEFA6		8p23.1	HOMDEL	50	1144	4.4%	No
TMEM102		17p13.1	HOMDEL	10	1144	0.9%	No
DYDC2		10q23.1	AMP	2	1144	0.2%	No
LIPK		10q23.31	HOMDEL	15	1144	1.3%	No
XNDC1N		11q13.4	AMP	26	1144	2.3%	No
EPHA7		6q16.1	HOMDEL	9	1144	0.8%	Yes
COX7A2L		2p21	HOMDEL	3	1144	0.3%	No
STAMBP		2p13.1	AMP	10	1144	0.9%	No
LINC01532		19q12	HOMDEL	1	1144	<0.1%	No
RTN1		14q23.1	HOMDEL	2	1144	0.2%	No
ICMT		1p36.31	HOMDEL	6	1144	0.5%	No
SLC44A2		19p13.2	HOMDEL	3	1144	0.3%	No
HEXIM1		17q21.31	AMP	4	1144	0.3%	No
ARID4B		1q42.3	AMP	41	1144	3.6%	Yes
H2AB2		Xq28	AMP	31	1144	2.7%	No
EFNB1		Xq13.1	HOMDEL	9	1144	0.8%	No
PTH2		19q13.33	HOMDEL	1	1144	<0.1%	No
PWWP3B		Xq22.3	HOMDEL	3	1144	0.3%	No
METAP1D		2q31.1	AMP	10	1144	0.9%	No
SPACA1		6q15	AMP	6	1144	0.5%	No
PIK3CG		7q22.3	HOMDEL	3	1144	0.3%	Yes
SUCLA2		13q14.2	HOMDEL	8	1144	0.7%	No
EMC3		3p25.3	HOMDEL	3	1144	0.3%	No
YTHDF3		8q12.3	AMP	34	1144	3.0%	No
DNTT		10q24.1	HOMDEL	4	1144	0.3%	No
CPNE2		16q13	HOMDEL	4	1144	0.3%	No
COA8		14q32.33	AMP	16	1144	1.4%	No
ATP2B1		12q21.33	AMP	2	1144	0.2%	No
NHS		Xp22.2-p22.13	HOMDEL	11	1144	1.0%	No
LHB		19q13.33	HOMDEL	1	1144	<0.1%	No
TAAR2		6q23.2	HOMDEL	2	1144	0.2%	No
H2AB1		Xq28	AMP	31	1144	2.7%	No
HRH1		3p25.3	HOMDEL	8	1144	0.7%	No
WWOX		16q23.1-q23.2	AMP	3	1144	0.3%	No
ZYG11A		1p32.3	AMP	11	1144	1.0%	No
SPAG5		17q11.2	AMP	18	1144	1.6%	No
HTATSF1		Xq26.3	HOMDEL	3	1144	0.3%	No
OR4K14		14q11.2	AMP	26	1144	2.3%	No
FSD1		19p13.3	HOMDEL	5	1144	0.4%	No
SLC25A19		17q25.1	AMP	22	1144	1.9%	No
ZNF778		16q24.3	HOMDEL	12	1144	1.0%	No
PAFAH1B3		19q13.1	AMP	17	1144	1.5%	No
AKT1S1		19q13.33	AMP	3	1144	0.3%	No
ATP2B2		3p25.3	AMP	3	1144	0.3%	No
CACNG2		22q12.3	HOMDEL	2	1144	0.2%	No
NYNRIN		14q12	HOMDEL	4	1144	0.3%	No
PRR20C		13q21.1	AMP	1	1144	<0.1%	No
VWC2L		2q34-q35	HOMDEL	4	1144	0.3%	No
GRWD1		19q13.33	HOMDEL	1	1144	<0.1%	No
PRSS57		19p13.3	AMP	4	1144	0.3%	No
UTF1		10q26.3	HOMDEL	10	1144	0.9%	No
LINC00622		1p12	HOMDEL	17	1144	1.5%	No
SNORD114-29		14q32.31	AMP	13	1144	1.1%	No
CD244		1q23.3	AMP	80	1144	7.0%	No
IKZF4		12q13.2	HOMDEL	1	1144	<0.1%	No
GLYAT		11q12.1	HOMDEL	3	1144	0.3%	No
RPL8		8q24.3	HOMDEL	2	1144	0.2%	No
AIMP2		7p22.1	HOMDEL	1	1144	<0.1%	No
VANGL1		1p13.1	AMP	3	1144	0.3%	No
UBN2		7q34	AMP	11	1144	1.0%	No
SLC35F4		14q22.3-q23.1	AMP	6	1144	0.5%	No
SNORD70		2q33.1	HOMDEL	1	1144	<0.1%	No
TRIM68		11p15.4	HOMDEL	4	1144	0.3%	No
HMGB3		Xq28	HOMDEL	3	1144	0.3%	No
PAFAH2		1p36.11	AMP	4	1144	0.3%	No
RCAN1		21q22.12	HOMDEL	4	1144	0.3%	No
ATP2B3		Xq28	AMP	31	1144	2.7%	Yes
TSKS		19q13.33	AMP	3	1144	0.3%	No
FAM238C		10p12.1	AMP	8	1144	0.7%	No
SLC9C1		3q13.2	AMP	33	1144	2.9%	No
ATP5IF1		1p35.3	HOMDEL	4	1144	0.3%	No
CLEC4C		12p13.31	HOMDEL	7	1144	0.6%	No
CT47A8		Xq24	AMP	12	1144	1.0%	No
OR4L1		14q11.2	AMP	26	1144	2.3%	No
PRB3		12p13.2	HOMDEL	9	1144	0.8%	No
CS		12q13.3	HOMDEL	1	1144	<0.1%	No
GALNT11		7q36.1	HOMDEL	2	1144	0.2%	No
SETD7		4q31.1	HOMDEL	6	1144	0.5%	Yes
KIF6		6p21.2	AMP	22	1144	1.9%	No
RBAKDN		7p22.1	HOMDEL	1	1144	<0.1%	No
PRDX1		1p34.1	AMP	9	1144	0.8%	No
SOCS3		17q25.3	HOMDEL	2	1144	0.2%	Yes
